,PRODUCT_ID,CATEGORY,BRAND,PRODUCT_DESCRIPTION,FORM,SIZE_VALUE,UOM,PRICE_GROUP,SLOPE_GROUP,RETAILER,L52W_VOLUME,L52W_BASE_PRICE,L52W_LIST_PRICE,L52W_MAP,COGS,OWN_PRICE_ELASTICITY,List_Product_Imp_Score2,Price_Strategy,Expected_Margin_Var,Expected_Units_Var,Expected_Sales_Var,S_Price_Final,BP_LP_Ratio,PromoRatio,S_Discount2,LIST_GROUP_Proxy_PRICE,GROUP_Proxy_Product_Imp,Price_Group_Retailer,Suggested_LP,Suggested_BP,Suggested_MAP,ActualMapPErUnit,New_Map_per_Unit,AnchorPromoPrice,ActualMapPErUnit_ANCHOR,New_Map_ANCHOR,New_Anchor_MAP_per_unit,NewSlope,MIN_MAP_PER_UNIT_RATIO,MAX_MAP_PER_UNIT_RATIO,Price_Variation,scenario,Price_Strategy_Price_Group,Price_Group_Elasticity
10,A003,ANALGESICS,ADVIL,ADVIL CAPLET 130 CT,CAPLET,130,CT,ADVIL_130CT,ADVIL_CAPLET_SLOPE,Walmart Corp-RMA,3271,18.36,12.87,15.93,4.53,-0.61,1.508515799473443,Low Elast + No Price Investment Room,-1661.969701576345,122.65888269375228,-1106.3249629736383,11.840449101109902,1.4265734265734267,0.8676470588235294,-0.07685482245151132,12.616,1.4932914523428684,ADVIL_130CT_Walmart Corp-RMA,12.078834807489255,17.231344760334323,14.950725600878311,0.12253846153846154,0.11500558154521778,3.95,0.16458333333333333,3.8896736130346596,0.16206973387644355,0.7096055432095305,0.7145,0.7745,-0.06147359693168175,1 - Following the Brief Specs Model Type: SLSQP,Low Elast + Price Investment Room,-0.776
11,A003,ANALGESICS,ADVIL,ADVIL CAPLET 130 CT,CAPLET,130,CT,ADVIL_130CT,ADVIL_CAPLET_SLOPE,Target Corp-RMA,2654,19.55,12.27,17.06,5.99,-0.7,1.8684382758601858,Low Elast + No Price Investment Room,-329.38853439018567,28.795835346550803,-156.90148066438633,13.643201482273435,1.593317033414833,0.8726342710997441,0.04393363533848227,13.858,2.088563251064019,ADVIL_130CT_Target Corp-RMA,12.07981542700931,19.246975680361206,16.795570593706504,0.13123076923076923,0.12919669687466545,4.23,0.17625000000000002,4.007530746919627,0.16698044778831755,0.7737235022776388,0.7145,0.7745,-0.015499965198915167,1 - Following the Brief Specs Model Type: SLSQP,Low Elast + No Price Investment Room,-0.8099999999999999
12,A003,ANALGESICS,ADVIL,ADVIL CAPLET 130 CT,CAPLET,130,CT,ADVIL_130CT,ADVIL_CAPLET_SLOPE,Kroger Corp-RMA,2504,17.87,11.63,15.97,5.81,-0.57,2.0807085027425356,Low Elast + Price Investment Room,-506.4163537135173,34.07646501197382,-308.43209199392004,12.47682836179088,1.5365434221840069,0.893676552881925,0.02078932265685185,12.782,1.984387357663918,ADVIL_130CT_Kroger Corp-RMA,11.352332486905643,17.443351809200674,15.58871451555315,0.12284615384615385,0.11991318858117807,3.96,0.165,3.7790767409696335,0.15746153087373507,0.7615395831336976,0.7145,0.7745,-0.0238751086065655,1 - Following the Brief Specs Model Type: SLSQP,Low Elast + No Price Investment Room,-0.746
13,A003,ANALGESICS,ADVIL,ADVIL CAPLET 130 CT,CAPLET,130,CT,ADVIL_130CT,ADVIL_CAPLET_SLOPE,Albertsons Corp-RMA,1637,19.72,13.88,18.07,5.88,-0.69,2.125627137973155,Low Elast + Price Investment Room,-222.88418525030283,18.0649584207099,-116.66222973652111,13.69934070707894,1.4207492795389047,0.9163286004056795,0.04264750289628294,13.922,2.082232037658639,ADVIL_130CT_Albertsons Corp-RMA,13.65801242739949,19.404611316161233,17.781000328754235,0.139,0.13677692560580182,4.48,0.18666666666666668,4.4424346280760805,0.18510144283650298,0.7389295486292594,0.7145,0.7745,-0.015993340965454683,1 - Following the Brief Specs Model Type: SLSQP,Low Elast + No Price Investment Room,-0.8019999999999999
14,A003,ANALGESICS,ADVIL,ADVIL CAPLET 130 CT,CAPLET,130,CT,ADVIL_130CT,ADVIL_CAPLET_SLOPE,CVS Corp-RMA,1709,21.69,13.65,18.27,6.5,-0.64,1.9114848741575594,Low Elast + Price Investment Room,-549.9286275255981,37.546253036701955,-305.8779827870312,14.17220683736228,1.5890109890109891,0.842323651452282,-0.01018313562979245,14.675999999999998,1.859125781220682,ADVIL_130CT_CVS Corp-RMA,13.181427046197545,20.945432427254563,17.6428331233721,0.14053846153846153,0.13571410094901612,4.53,0.18875,4.49917173719775,0.1874654890499064,0.7239417859619314,0.7145,0.7745,-0.03432768892325688,1 - Following the Brief Specs Model Type: SLSQP,Low Elast + Price Investment Room,-0.746
15,A004,ANALGESICS,ADVIL,ADVIL CAPLET 250 CT,CAPLET,250,CT,ADVIL_250CT,ADVIL_CAPLET_SLOPE,Walmart Corp-RMA,2064,29.6,20.05,27.33,9.61,-0.61,2.201090163362953,Low Elast + Price Investment Room,-1465.363314411261,62.55543175332309,-864.2056152618316,19.91622612389578,1.4763092269326683,0.9233108108108107,-0.052395071628157486,20.9575,1.6672919977539236,ADVIL_250CT_Walmart Corp-RMA,19.05381528255328,28.129323309904095,25.972108312826986,0.10931999999999999,0.10388843325130795,3.95,0.16458333333333333,3.8896736130346596,0.16206973387644355,0.6410106980894344,0.6342,0.6942,-0.04968502331405089,1 - Following the Brief Specs Model Type: SLSQP,Low Elast + Price Investment Room,-0.7625
16,A004,ANALGESICS,ADVIL,ADVIL CAPLET 250 CT,CAPLET,250,CT,ADVIL_250CT,ADVIL_CAPLET_SLOPE,Target Corp-RMA,1784,32.91,23.7,29.27,8.37,-0.71,1.7482738496185135,Low Elast + No Price Investment Room,-1158.6980590712774,60.409877246464475,-653.0673865183635,21.71498008438665,1.3886075949367087,0.889395320571255,-0.04746120302265289,22.8025,1.693597355179432,ADVIL_250CT_Target Corp-RMA,22.569675605743388,31.34042296139303,27.874025526586877,0.11708,0.11149610210634751,4.23,0.17625000000000002,4.007530746919627,0.16698044778831755,0.6677195059848684,0.6342,0.6942,-0.047693012415890745,1 - Following the Brief Specs Model Type: SLSQP,Low Elast + Price Investment Room,-0.7
17,A004,ANALGESICS,ADVIL,ADVIL CAPLET 250 CT,CAPLET,250,CT,ADVIL_250CT,ADVIL_CAPLET_SLOPE,Kroger Corp-RMA,1372,32.4,22.35,27.4,9.14,-0.63,1.9881785380058237,Low Elast + Price Investment Room,-542.4014689282267,23.7071930021973,-325.7177248881417,21.484127570203942,1.4496644295302012,0.845679012345679,0.010363849086702626,22.09,1.941604783534046,ADVIL_250CT_Kroger Corp-RMA,21.73699643250603,31.51135053302887,26.64848779645034,0.10959999999999999,0.10659395118580134,3.96,0.165,3.7790767409696335,0.15746153087373507,0.6769523361949064,0.6342,0.6942,-0.02742745268429414,1 - Following the Brief Specs Model Type: SLSQP,Low Elast + No Price Investment Room,-0.6975
18,A004,ANALGESICS,ADVIL,ADVIL CAPLET 250 CT,CAPLET,250,CT,ADVIL_250CT,ADVIL_CAPLET_SLOPE,Albertsons Corp-RMA,1186,35.54,22.32,30.99,11.99,-0.69,2.176278062070415,Low Elast + Price Investment Room,-423.13992943744233,18.78111428736827,-197.95436913190497,23.2391281089461,1.5922939068100357,0.8719752391671356,0.02345989464585796,23.785,1.99562030143276,ADVIL_250CT_Albertsons Corp-RMA,21.807750237194742,34.7243478239203,30.278771498685707,0.12395999999999999,0.12111508599474284,4.48,0.18666666666666668,4.4424346280760805,0.18510144283650298,0.65431735235971,0.6342,0.6942,-0.02295025819019969,1 - Following the Brief Specs Model Type: SLSQP,Low Elast + No Price Investment Room,-0.6975
19,A004,ANALGESICS,ADVIL,ADVIL CAPLET 250 CT,CAPLET,250,CT,ADVIL_250CT,ADVIL_CAPLET_SLOPE,CVS Corp-RMA,937,37.57,24.25,31.34,9.17,-0.62,1.5628583108572798,Low Elast + No Price Investment Room,-509.8174234360631,20.4844832218115,-321.9747122920526,25.162806858483,1.549278350515464,0.8341762044184189,-0.012943807758552084,26.0825,1.8479326758870285,ADVIL_250CT_CVS Corp-RMA,23.394922508126626,36.24524695382752,30.234922532152098,0.12536,0.12093969012860839,4.53,0.18875,4.49917173719775,0.1874654890499064,0.6451304223595643,0.6342,0.6942,-0.035260927499932926,1 - Following the Brief Specs Model Type: SLSQP,Low Elast + Price Investment Room,-0.7075
20,A005,ANALGESICS,ADVIL,ADVIL TABLET 24 CT,TABLET,24,CT,ADVIL_24CT,ADVIL_TABLET_SLOPE,Walmart Corp-RMA,8421,5.0,3.12,4.25,1.6,-0.54,1.4443108544006917,Low Elast + No Price Investment Room,-299.0088045943194,69.44926392482103,-187.88998231462028,3.1265098028822806,1.6025641025641024,0.85,0.044522728553818336,3.175,2.091492674566183,ADVIL_24CT_Walmart Corp-RMA,3.0723497905488872,4.923637484853986,4.185091862125888,0.17708333333333334,0.17437882758857864,4.25,0.17708333333333334,4.185091862125874,0.17437882758857864,1.0,0.97,1.03,-0.01527250302920291,1 - Following the Brief Specs Model Type: SLSQP,Low Elast + No Price Investment Room,-0.6025
21,A005,ANALGESICS,ADVIL,ADVIL TABLET 24 CT,TABLET,24,CT,ADVIL_24CT,ADVIL_TABLET_SLOPE,Target Corp-RMA,5101,5.42,3.5,4.61,1.68,-0.56,1.7473710510934382,Low Elast + No Price Investment Room,-693.1987065423054,150.2356429265451,-440.8028264257118,3.0885461548363993,1.5485714285714285,0.8505535055350554,-0.05921003084175003,3.26,1.6276423835986602,ADVIL_24CT_Target Corp-RMA,3.3159237858673003,5.1349448341145045,4.367545329385215,0.19208333333333336,0.18198105539105053,4.61,0.19208333333333336,4.367545329385206,0.18198105539105053,1.0,0.97,1.03,-0.05259320403791423,1 - Following the Brief Specs Model Type: SLSQP,Low Elast + Price Investment Room,-0.5900000000000001
22,A005,ANALGESICS,ADVIL,ADVIL TABLET 24 CT,TABLET,24,CT,ADVIL_24CT,ADVIL_TABLET_SLOPE,Kroger Corp-RMA,4597,5.1,3.35,4.53,1.24,-0.71,1.268060666572382,Low Elast + No Price Investment Room,-411.77091613829907,149.11868622509246,-226.86374521915423,3.103900782829231,1.5223880597014925,0.8882352941176471,-0.04229340418126082,3.2525,1.7194960653489135,ADVIL_24CT_Kroger Corp-RMA,3.1969462328909835,4.8669927724609,4.323034756715271,0.18875,0.1801264481964697,4.53,0.18875,4.323034756715285,0.1801264481964697,1.0,0.97,1.03,-0.045687691674333286,1 - Following the Brief Specs Model Type: SLSQP,Low Elast + Price Investment Room,-0.6875
23,A005,ANALGESICS,ADVIL,ADVIL TABLET 24 CT,TABLET,24,CT,ADVIL_24CT,ADVIL_TABLET_SLOPE,Albertsons Corp-RMA,2768,5.27,3.62,4.73,1.69,-0.71,2.143262181817506,Low Elast + Price Investment Room,-52.715822058749836,16.479123690772894,-24.866103021346134,3.552460280152351,1.4558011049723756,0.8975332068311197,0.06108300919106502,3.5825,2.1840977760340223,ADVIL_24CT_Albertsons Corp-RMA,3.5896458378650413,5.225810377223416,4.690338346160676,0.19708333333333336,0.1954307644233615,4.73,0.19708333333333336,4.690338346160666,0.1954307644233615,1.0,0.97,1.03,-0.00838512766159083,1 - Following the Brief Specs Model Type: SLSQP,Low Elast + No Price Investment Room,-0.635
24,A005,ANALGESICS,ADVIL,ADVIL TABLET 24 CT,TABLET,24,CT,ADVIL_24CT,ADVIL_TABLET_SLOPE,CVS Corp-RMA,3196,5.54,3.76,5.06,1.71,-0.68,2.0041435260143725,Low Elast + Price Investment Room,-51.83875280369648,14.789944146327798,-26.547948313465895,3.6822691425299507,1.473404255319149,0.9133574007220215,0.06450046122111641,3.7075,2.2066787339448863,ADVIL_24CT_CVS Corp-RMA,3.734411861338534,5.5022983276105,5.025564898503452,0.21083333333333332,0.20939853743764386,5.06,0.21083333333333332,5.02556489850344,0.20939853743764386,1.0,0.97,1.03,-0.006805356026985621,1 - Following the Brief Specs Model Type: SLSQP,Low Elast + No Price Investment Room,-0.6725
25,A006,ANALGESICS,ADVIL,ADVIL TABLET 40 CT,TABLET,40,CT,ADVIL_40CT,ADVIL_TABLET_SLOPE,Walmart Corp-RMA,6224,7.55,4.99,6.53,2.47,-0.87,1.8086582440031695,High Elast + No Price Investment Room,-812.1457351422287,236.5288131561474,-227.9195666464875,4.8318004039846665,1.5130260521042083,0.8649006622516556,-0.036938674900746093,5.0525,1.7449148940108128,ADVIL_40CT_Walmart Corp-RMA,4.772030483104104,7.220206442371941,6.244761333601162,0.16325,0.15611903334002913,4.25,0.17708333333333334,4.185091862125874,0.17437882758857864,0.8952866325513392,0.8915,0.9515,-0.04368126591100119,1 - Following the Brief Specs Model Type: SLSQP,Low Elast + Price Investment Room,-0.7475
26,A006,ANALGESICS,ADVIL,ADVIL TABLET 40 CT,TABLET,40,CT,ADVIL_40CT,ADVIL_TABLET_SLOPE,Target Corp-RMA,2794,7.88,5.63,7.08,2.46,-0.96,2.1531673236156657,High Elast + Price Investment Room,-110.92407477053348,39.92396244043994,-12.71112716704556,5.413209342336924,1.3996447602131439,0.8984771573604061,0.04552173052794006,5.495,2.0965047058587,ADVIL_40CT_Target Corp-RMA,5.5461999267255475,7.762709666535935,6.9746173146033525,0.177,0.17436543286508374,4.61,0.19208333333333336,4.367545329385206,0.18198105539105053,0.9581515641306622,0.8915,0.9515,-0.014884560084272191,1 - Following the Brief Specs Model Type: SLSQP,Low Elast + No Price Investment Room,-0.73
27,A006,ANALGESICS,ADVIL,ADVIL TABLET 40 CT,TABLET,40,CT,ADVIL_40CT,ADVIL_TABLET_SLOPE,Kroger Corp-RMA,2759,8.1,5.57,6.96,2.41,-0.94,1.9858658615325453,High Elast + Price Investment Room,-225.49620902405513,76.94072607899352,-40.06905917369659,5.140337947605336,1.4542190305206462,0.8592592592592593,0.003702398717297495,5.2975,1.9148163673173944,ADVIL_40CT_Kroger Corp-RMA,5.404753632498673,7.859695587655161,6.753516208651843,0.174,0.16883790521629594,4.53,0.18875,4.323034756715285,0.1801264481964697,0.9373298974514782,0.8915,0.9515,-0.02966721140059725,1 - Following the Brief Specs Model Type: SLSQP,Low Elast + No Price Investment Room,-0.735
28,A006,ANALGESICS,ADVIL,ADVIL TABLET 40 CT,TABLET,40,CT,ADVIL_40CT,ADVIL_TABLET_SLOPE,Albertsons Corp-RMA,2214,8.46,5.56,7.26,2.68,-0.78,2.0762495476863876,Low Elast + Price Investment Room,-212.5452848000641,48.26621997848747,-83.19181525771273,5.58443122218955,1.52158273381295,0.8581560283687942,0.008815764689637184,5.745,1.9353548392540694,ADVIL_40CT_Albertsons Corp-RMA,5.40460184427744,8.223548849386178,7.05708801968601,0.1815,0.17642720049215047,4.73,0.19708333333333336,4.690338346160666,0.1954307644233615,0.9027606324557805,0.8915,0.9515,-0.02794930858319411,1 - Following the Brief Specs Model Type: SLSQP,Low Elast + No Price Investment Room,-0.705
29,A006,ANALGESICS,ADVIL,ADVIL TABLET 40 CT,TABLET,40,CT,ADVIL_40CT,ADVIL_TABLET_SLOPE,CVS Corp-RMA,1846,8.96,5.96,7.77,2.59,-0.9,1.939832351020818,High Elast + Price Investment Room,-192.31111839394907,55.70894513911321,-48.0249504836429,5.465380351052312,1.5033557046979866,0.8671874999999999,-0.007819049589543936,5.655,1.8686598284837252,ADVIL_40CT_CVS Corp-RMA,5.760153296599785,8.6595593183782,7.509461596406094,0.19424999999999998,0.1877365399101524,5.06,0.21083333333333332,5.02556489850344,0.20939853743764386,0.8965513427526106,0.8915,0.9515,-0.03353132607386167,1 - Following the Brief Specs Model Type: SLSQP,Low Elast + Price Investment Room,-0.7475
30,A007,ANALGESICS,ADVIL,ADVIL TABLET 130 CT,TABLET,130,CT,ADVIL_130CT,ADVIL_TABLET_SLOPE,Walmart Corp-RMA,3764,20.78,12.38,17.57,6.08,-0.97,1.5532119174140226,High Elast + No Price Investment Room,-1621.375054330114,224.4450202853227,-256.74933099528425,11.840449101109902,1.678513731825525,0.8455245428296438,-0.07685482245151132,12.616,1.4932914523428684,ADVIL_130CT_Walmart Corp-RMA,11.61895686998578,19.502578655759653,16.48990890191035,0.13515384615384615,0.12684545309161757,4.25,0.17708333333333334,4.185091862125874,0.17437882758857864,0.7274131547144639,0.7331,0.7931,-0.06147359693168175,1 - Following the Brief Specs Model Type: SLSQP,Low Elast + Price Investment Room,-0.776
31,A007,ANALGESICS,ADVIL,ADVIL TABLET 130 CT,TABLET,130,CT,ADVIL_130CT,ADVIL_TABLET_SLOPE,Target Corp-RMA,2346,20.97,14.42,19.05,6.3,-0.87,2.04260228901616,High Elast + Price Investment Room,-274.54197040568397,31.63573897029596,-75.23681489285082,13.643201482273435,1.4542302357836339,0.9084406294706725,0.04393363533848227,13.858,2.088563251064019,ADVIL_130CT_Target Corp-RMA,14.196490501831644,20.64496572977875,18.75472566296067,0.14653846153846153,0.144267120484313,4.61,0.19208333333333336,4.367545329385206,0.18198105539105053,0.7927590054596847,0.7331,0.7931,-0.015499965198915167,1 - Following the Brief Specs Model Type: SLSQP,Low Elast + No Price Investment Room,-0.8099999999999999
32,A007,ANALGESICS,ADVIL,ADVIL TABLET 130 CT,TABLET,130,CT,ADVIL_130CT,ADVIL_TABLET_SLOPE,Kroger Corp-RMA,2312,21.06,13.21,18.72,6.28,-0.82,1.8422677461072037,Low Elast + No Price Investment Room,-429.7824703568913,45.26338590066621,-145.5284069006775,12.47682836179088,1.594246782740348,0.8888888888888888,0.02078932265685185,12.782,1.984387357663918,ADVIL_130CT_Kroger Corp-RMA,12.894609815307271,20.55719021274573,18.273057966885094,0.144,0.14056198436065462,4.53,0.18875,4.323034756715285,0.1801264481964697,0.7803517238475671,0.7331,0.7931,-0.0238751086065655,1 - Following the Brief Specs Model Type: SLSQP,Low Elast + No Price Investment Room,-0.746
33,A007,ANALGESICS,ADVIL,ADVIL TABLET 130 CT,TABLET,130,CT,ADVIL_130CT,ADVIL_TABLET_SLOPE,Albertsons Corp-RMA,1431,21.28,14.07,19.55,6.73,-0.87,2.152772608868222,High Elast + Price Investment Room,-180.34477035072632,19.911229701762977,-46.34219445785857,13.69934070707894,1.5124378109452736,0.918703007518797,0.04264750289628294,13.922,2.082232037658639,ADVIL_130CT_Albertsons Corp-RMA,13.844973692616053,20.939661704255126,19.237330184125362,0.1503846153846154,0.14797946295481035,4.73,0.19708333333333336,4.690338346160666,0.1954307644233615,0.7571963574488332,0.7331,0.7931,-0.015993340965454683,1 - Following the Brief Specs Model Type: SLSQP,Low Elast + No Price Investment Room,-0.8019999999999999
34,A007,ANALGESICS,ADVIL,ADVIL TABLET 130 CT,TABLET,130,CT,ADVIL_130CT,ADVIL_TABLET_SLOPE,CVS Corp-RMA,1469,23.56,16.08,20.91,7.7,-0.88,2.280456485689956,High Elast + Price Investment Room,-463.4956801592052,44.37609002487193,-121.79978696769103,14.17220683736228,1.4651741293532339,0.887521222410866,-0.01018313562979245,14.675999999999998,1.859125781220682,ADVIL_130CT_CVS Corp-RMA,15.528010762114027,22.751239648968067,20.1922080246147,0.16084615384615386,0.15532467711242146,5.06,0.21083333333333332,5.02556489850344,0.20939853743764386,0.7417658165767996,0.7331,0.7931,-0.03432768892325688,1 - Following the Brief Specs Model Type: SLSQP,Low Elast + Price Investment Room,-0.746
